appid,genres,steamspy_tags,categories
335430,Action;Free to Play;Indie,Action;Shooter;Indie,Multi-player;Online Multi-Player;Steam Trading Cards;Partial Controller Support
335440,Action;Strategy,Strategy;Action;Online Co-Op,Single-player;Co-op;Full controller support;Steam Workshop;Includes level editor
335450,Adventure;Indie;RPG,Adventure;RPG;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
335460,Adventure;Indie;RPG,Adventure;RPG;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
335550,Indie,Indie;Puzzle;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
335560,Action;Casual;Indie,Indie;Action;Casual,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
335570,Indie,Indie,Single-player
335620,RPG,RPG;Turn-Based;Sci-fi,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
335660,Adventure;Casual;Indie,Visual Novel;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
335670,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG,0
335690,Adventure;Casual;Indie;Simulation,Visual Novel;Otome;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
335700,Action;Indie;RPG,Action;Indie;RPG,Single-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
335770,Action;Indie;RPG,Action;RPG;Indie,Single-player
335790,Action;Adventure;Casual;Indie,Word Game;Typing;Spelling,Single-player;Steam Trading Cards;Stats
335820,Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Anime,MMO;Steam Trading Cards
335830,Action;Indie;Strategy,Indie;Strategy;Action,Single-player;Steam Achievements;Steam Trading Cards
335840,Action;Casual;Indie,Casual;Indie;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
335850,Adventure;Indie;RPG;Early Access,Early Access;RPG;Adventure,Single-player
335890,Indie,Indie;Card Game,Single-player;Multi-player
335900,Adventure;Indie;RPG;Strategy,RPG;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
335920,Adventure;Indie,Indie;Adventure;Rhythm,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
336010,Racing;Simulation;Sports,Racing;Simulation;Sports,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud
336020,Casual;Indie,Indie;Casual;Point & Click,Single-player;Steam Achievements
336030,Indie;Racing,Racing;Indie;Level Editor,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats;Includes level editor
336040,Action;Free to Play;Indie;RPG;Strategy,Free to Play;Action;RPG,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases
336060,Action,Action;Shoot 'Em Up;Retro,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
336080,Strategy,Strategy;Turn-Based Strategy;Historical,Single-player;Steam Achievements;Steam Trading Cards
336090,Action;Indie,Indie;Action;Bullet Hell,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Steam Turn Notifications;Includes level editor;Commentary available
336110,Action;Indie,Indie;Action;Zombies,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats
336130,Adventure;Indie;RPG,Adventure;Female Protagonist;Indie,Single-player;Steam Achievements;Steam Trading Cards
336140,Adventure;Indie;RPG,Adventure;Indie;Point & Click,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available
336150,Sports,Sports;Simulation;Pool,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards
336160,Action;Indie,Action;Indie;Twin Stick Shooter,Single-player;Full controller support
336200,Action;Casual;Indie;Strategy,Strategy;Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
336210,Action;Indie;Early Access,Early Access;Action;Indie,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor
336220,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,Single-player;Partial Controller Support
336230,Indie,Indie;Puzzle,Single-player
336240,Adventure;Indie,Indie;2D;Word Game,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
336280,Indie;RPG,Indie;RPG;Great Soundtrack,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
336300,Indie;Simulation;Strategy,Strategy;City Builder;Simulation,Single-player;Steam Achievements
336380,Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player;Steam Trading Cards
336420,Action;Indie;Strategy,Action;Indie;Strategy,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards
336440,Action;Indie;RPG;Early Access,Early Access;Action;RPG,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
336520,Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;Strategy;Massively Multiplayer,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards
336530,Animation & Modeling;Design & Illustration;Photo Editing;Software Training;Utilities;Video Production,Design & Illustration;Photo Editing;Utilities,Includes Source SDK
336610,Action;Adventure;RPG,Adventure;Action;Classic,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats
336630,Indie;Racing,Racing;Indie,Single-player;Full controller support
336670,Free to Play,Free to Play;Multiplayer;Funny,Multi-player;Co-op;Partial Controller Support
336680,Casual;Indie;Sports;Strategy,Strategy;Indie;Casual,Single-player;Multi-player
336700,Casual;Indie,Casual;Indie;Puzzle,Single-player;Steam Achievements;Steam Leaderboards
336710,Adventure;Indie,Adventure;Indie;Point & Click,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud
336730,Adventure;Indie,Adventure;Indie;Superhero,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud
336760,Adventure;Casual,Adventure;Casual;Point & Click,Single-player
336770,Adventure;Casual,Adventure;Casual;Point & Click,Single-player
336780,Adventure;Casual,Adventure;Casual;Point & Click,Single-player
336840,Action;Indie,Action;Indie;Family Friendly,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
336930,Action;Indie,Action;Indie;Shoot 'Em Up,Single-player;Partial Controller Support;Steam Cloud
336940,Action;Adventure;Indie,Action;Indie;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats
337000,Action;RPG,Cyberpunk;Stealth;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
337040,Indie;RPG;Strategy,Strategy;Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards
337070,Steam Achievements,Utilities,0
337130,Single-player;Steam Achievements,Adventure,0
337150,Indie;Strategy,Card Game;Board Game;Superhero,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud
337180,Action,Action;Shoot 'Em Up;Female Protagonist,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
337210,Adventure;Indie;RPG;Strategy,Strategy;RPG;Indie,Single-player;Steam Achievements;Steam Trading Cards;Stats
337220,Indie;Simulation;Strategy,Simulation;Strategy;Indie,Single-player;Steam Achievements
337270,Adventure;Casual;Indie;RPG,Adventure;Casual;Indie,Single-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards
337280,Action;Adventure;Indie,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support
337290,Action;Indie,Action;Indie;Pixel Graphics,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
337320,Action;Indie;Early Access,Early Access;Action;Gore,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Full controller support;Steam Workshop;Steam Leaderboards;Includes level editor
337340,Adventure;Indie;RPG,Story Rich;Great Soundtrack;Pixel Graphics,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
337350,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor
337360,Action,Action;Zombies;Retro,Single-player;Steam Achievements;Full controller support
337410,Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer,Multi-player;MMO;Commentary available
337420,Action;Adventure;Casual;Indie,Anime;Indie;Casual,Single-player;Steam Trading Cards
337450,Casual;Indie,Indie;Casual;Platformer,Single-player
337480,Action;Adventure,Action;Adventure;Local Co-Op,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
337490,Indie,Indie;Puzzle-Platformer;Platformer,Single-player;Steam Achievements;Partial Controller Support
337630,Adventure;Indie,Indie;Adventure;Visual Novel,Single-player;Steam Trading Cards
337650,Action;Indie,Action;Puzzle;Indie,Single-player;Full controller support
337670,Action;Casual;Indie,Casual;Indie;Action,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
337680,Adventure;Simulation;Strategy,Strategy;Adventure;Space,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
337700,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud
337720,Adventure;Indie,Adventure;Indie;Point & Click,Single-player;Steam Achievements;Steam Cloud
337730,Action;Casual;Indie,Action;Indie;Casual,Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support
337760,Simulation;Strategy,Strategy;Simulation;World War II,Single-player;Multi-player
337820,Indie;Simulation;Strategy,Strategy;Indie;Simulation,Single-player;Steam Achievements;Captions available
337850,Adventure;Indie;RPG;Strategy,RPG;Strategy;Indie,Single-player;Steam Achievements;Steam Cloud;Stats
337880,Adventure;Indie;Simulation,Indie;Adventure;Simulation,Single-player;Partial Controller Support
337890,Casual;Indie,Indie;Casual;Visual Novel,Single-player;Partial Controller Support
337930,Simulation,Otome;Dating Sim;Visual Novel,Single-player;Steam Trading Cards;Steam Cloud
337940,Adventure;Casual;Indie;Simulation,Visual Novel;Anime;Adventure,Single-player;Steam Trading Cards
337950,Free to Play;Massively Multiplayer;RPG;Early Access,Early Access;Free to Play;Survival,Multi-player;MMO;Steam Achievements;In-App Purchases;Steam Leaderboards
337960,Indie;Sports,Sports;Indie;Local Multiplayer,Single-player;Shared/Split Screen;Steam Achievements;Full controller support
337970,Casual;Indie;Simulation;Strategy,Strategy;Simulation;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
337980,Adventure;Casual;Indie;RPG,RPG;Indie;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
338030,Action;Adventure;RPG;Early Access,Early Access;Action;Adventure,Single-player
338040,Indie;Racing,Racing;Indie;4 Player Local,Single-player;Shared/Split Screen;Steam Achievements;Full controller support
338050,Adventure;Casual;Indie,Indie;Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats
338060,Casual,Anime;Casual;Board Game,Single-player;Steam Trading Cards
338070,RPG,RPG,Single-player
338080,Simulation,Simulation,Single-player
338090,Simulation,Simulation,Single-player
338100,Simulation,Simulation,Single-player
338110,Adventure;Casual,Casual;Adventure;Puzzle,Single-player;Captions available
338120,Casual;Indie,Casual;Indie;Puzzle,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
338130,Strategy,Strategy;War;Tactical,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards
338140,Action;Adventure;Indie;RPG,RPG;Action;Adventure,Single-player;Steam Trading Cards;Partial Controller Support
338170,Action;Indie,Indie;FPS;Action,Multi-player;Steam Achievements;Steam Workshop;Stats;Steam Leaderboards;Includes level editor
338180,Action;Free to Play,Free to Play;FPS;Multiplayer,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards
338190,Action;Adventure;Casual;Indie;Racing,Indie;Casual;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards;Includes level editor
338260,Action;Indie,Action;Indie;Comic Book,Single-player;Partial Controller Support
338290,Casual;Indie,Casual;Indie;Puzzle,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
338300,Action;Adventure,Action;Adventure;World War II,Single-player;Shared/Split Screen;Partial Controller Support;Steam Cloud
338310,Action;Adventure;Indie;RPG,Action;Adventure;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats
338320,Adventure;Indie;RPG,RPG;Indie;Adventure,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
338330,Action;Indie,Action;Indie;Pixel Graphics,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
338350,Casual;Indie;Simulation;Strategy,Indie;Casual;Strategy,Single-player;Steam Cloud
338390,Action;RPG,RPG;Action;Sci-fi,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
338530,Action;Casual;Indie,Casual;Action;Indie,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards
338540,Action;Free to Play;Massively Multiplayer;RPG;Simulation;Strategy,Free to Play;Naval;Strategy,Multi-player;MMO;Steam Trading Cards
338550,Casual;Indie,Indie;Casual;Arcade,Single-player;Partial Controller Support
338590,Indie;Simulation;Strategy,Indie;Strategy;Simulation,Single-player;Multi-player
338630,Casual;Indie;Simulation,Simulation;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
338760,Action;Indie,Action;Indie;Twin Stick Shooter,Single-player;Full controller support;Steam Trading Cards
338800,Indie;Simulation;Strategy,Strategy;Indie;Simulation,Single-player;Multi-player
338810,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats;Includes level editor
338830,Indie;RPG;Strategy,Indie;Strategy;RPG,Single-player;Steam Achievements;Steam Cloud
